file,session_id,max_same_tool_count,max_same_tool,total_tool_calls_in_session,distinct_tools_in_session,has_tool_availability_language,has_action_validity_constraint,has_direct_tool_permission_language,has_explicit_permission_language,has_explicit_permission_language_near_tool_context,tool_counts_json
db-00000-of-00001-916a87c4725da8c0.parquet,db_96,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_97,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_98,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_99,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_100,1,answer,1,1,False,True,False,False,False,"{""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_101,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_102,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_103,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_104,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_105,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_106,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_107,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_108,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_109,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_110,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_111,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_112,1,operation,2,2,False,True,False,True,True,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_113,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_114,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_115,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_116,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_117,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_118,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_119,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_120,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_121,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_122,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_123,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_124,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_125,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_126,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_127,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_128,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_129,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_130,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_131,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_132,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_133,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_134,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_135,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_136,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_137,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_138,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_139,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_140,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_141,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_142,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_143,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_144,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_145,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_146,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_147,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_148,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_149,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_150,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_151,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_152,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_153,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_154,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_155,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_156,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_157,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_158,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_159,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_160,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_161,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_162,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_163,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_164,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_165,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_166,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_167,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_168,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_169,3,operation,4,2,False,True,False,False,False,"{""operation"":3,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_170,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_171,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_172,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_173,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_174,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_175,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_176,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_177,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_178,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_179,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_180,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_181,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_182,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_183,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_184,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_185,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_186,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_187,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_188,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_189,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_190,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_191,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_192,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_193,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_194,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_195,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_196,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_197,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_198,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_199,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_200,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_201,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_202,2,operation,3,2,False,True,False,False,False,"{""operation"":2,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_203,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_204,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_205,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_206,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_207,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_208,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_209,2,operation,3,2,False,True,False,False,False,"{""operation"":2,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_210,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_211,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_212,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_213,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_214,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_215,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_216,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_217,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_218,2,operation,3,2,False,True,False,False,False,"{""operation"":2,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_219,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_220,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_221,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_222,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_223,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_224,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_225,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_226,2,operation,3,2,False,True,False,False,False,"{""operation"":2,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_227,2,operation,3,2,False,True,False,False,False,"{""operation"":2,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_228,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_229,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_230,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_231,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_232,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_233,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_234,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_235,1,operation,2,2,False,True,False,True,True,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_236,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_237,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_238,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_239,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_240,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_241,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_242,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_243,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_244,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_245,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_246,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_247,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_248,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_249,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_250,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_251,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_252,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_253,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_254,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_255,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_256,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_257,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_258,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_259,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_260,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_261,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_262,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_263,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_264,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_265,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_266,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_267,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_268,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_269,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_270,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_271,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_272,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_273,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_274,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_275,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_276,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_277,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_278,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_279,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_280,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_281,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_282,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_283,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_284,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_285,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_286,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_287,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_288,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_289,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_290,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_291,6,operation,6,1,False,True,False,False,False,"{""operation"":6}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_292,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_293,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_294,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_295,1,operation,2,2,False,True,False,True,True,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_296,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_297,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_298,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_299,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_300,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_301,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_302,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_303,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_304,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
db-00000-of-00001-916a87c4725da8c0.parquet,db_305,1,operation,2,2,False,True,False,False,False,"{""operation"":1,""answer"":1}"
